Firms,NWP (£m) ,NWP (£m) .1,NWP (£m) .2,NWP (£m) .3,NWP (£m) .4,SCR (£m),SCR (£m).1,SCR (£m).2,SCR (£m).3,SCR (£m).4,EoF for SCR (£m),EoF for SCR (£m).1,EoF for SCR (£m).2,EoF for SCR (£m).3,EoF for SCR (£m).4,SCR coverage ratio,SCR coverage ratio.1,SCR coverage ratio.2,SCR coverage ratio.3,SCR coverage ratio.4,GWP (£m),GWP (£m).1,GWP (£m).2,GWP (£m).3,GWP (£m).4,Total assets (£m),Total assets (£m).1,Total assets (£m).2,Total assets (£m).3,Total assets (£m).4,Total liabilities (£m),Total liabilities (£m).1,Total liabilities (£m).2,Total liabilities (£m).3,Total liabilities (£m).4,Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity].1,Excess of assets over liabilities (£m) [= equity].2,Excess of assets over liabilities (£m) [= equity].3,Excess of assets over liabilities (£m) [= equity].4,Gross claims incurred (£m),Gross claims incurred (£m).1,Gross claims incurred (£m).2,Gross claims incurred (£m).3,Gross claims incurred (£m).4,"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).1","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).2","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).3","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).4","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).1","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).2","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).3","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).4",Pure net claims ratio,Pure net claims ratio.1,Pure net claims ratio.2,Pure net claims ratio.3,Pure net claims ratio.4,Net expense ratio,Net expense ratio.1,Net expense ratio.2,Net expense ratio.3,Net expense ratio.4,Net combined ratio,Net combined ratio.1,Net combined ratio.2,Net combined ratio.3,Net combined ratio.4,Pure gross claims ratio,Pure gross claims ratio.1,Pure gross claims ratio.2,Pure gross claims ratio.3,Pure gross claims ratio.4,Gross expense ratio,Gross expense ratio.1,Gross expense ratio.2,Gross expense ratio.3,Gross expense ratio.4,Gross combined ratio,Gross combined ratio.1,Gross combined ratio.2,Gross combined ratio.3,Gross combined ratio.4
Firm 10,404.1160219992416,3882.087306477307,6640.433865586559,5196.618355333824,221.98651559297582,3839.041693741293,5102.458601165536,2578.8272055136586,323.48157450686386,1773.6936842881573,2052.58151699441,11977.144969281377,4128.905509995237,5724.021345596258,8207.819856927576,1.2492463304706627,0.6691804829843994,1.9579214179256925,1.1120324512846302,0.5987866761162269,678.2237701851045,9887.800615569791,9002.10889465722,10552.586689501439,882.4791584372625,260340.85252015857,156760.4860974873,192068.20515067197,205328.17978308894,195835.57931149038,200126.39849892358,130277.8931160651,193831.90638179219,91918.53824529017,254270.41238559538,7807.061166901381,8980.14836025152,6395.468597786817,4200.109278072575,9062.225268138169,3.671435815594944,100.89725449283647,138.3456332608447,122.9845538632637,189.69732384471436,48.92676170520725,83.33865989016422,168.67169170900624,69.9267023956646,253.33025005340468,103.63475217890054,31.950665358610767,103.30193159834967,21.43786993972497,172.0825946640494,0.4816834076741745,0.4571163074042325,1.0537725144813896,0.9661483637468284,0.24202721864731336,0.15725873127850556,0.8237712621398708,0.4191208086629825,0.2900927551816981,0.013781017132173334,0.7955763615714424,1.145839027865052,0.4935542740717888,1.5104252319571778,0.07472172245350553,0.5421202818800204,1.6123864082821437,1.2011239362654758,0.19483077712116134,0.8596547951551985,0.12695365023438726,0.025788849304526597,0.6058254511037993,0.455562046437292,0.37461244218390355,1.5201164928867645,0.3501611482951162,1.2919615374229725,0.3574123745850338,0.30630312830707807
Firm 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.834344080554196,8.314971665565619,14.13254497015688,62.05414137825499,116.19068578302279,0.924388072298847,0.10082143783567951,76.6204127016476,76.92384967060693,60.95029321686767,282.91134679257084,114.54962694129,111.23863280015425,160.15745416912745,188.95417109786652,0.580423214419912,1.3410741508451585,0.618147810286602,0.8463970833737314,0.009316155002695191,0.4533935147344358,0.5400815198662973,0.08065813225162811,0.5294217250322621,0.6660890796553302,0.31369748840900835,1.6947615569547398,1.4304295427041285,0.12391426526318969,0.9083560704434883,0.5433051927718444,0.3115603353364465,0.5794778507523132,0.3169502250527784,0.5999478846943714,0.48124204895645667,0.33421402621755975,0.4878837031557172,0.0747801550874001,0.6060212843644446,0.02245181327847288,2.0893637172081108,1.3093098477971197,0.2067025303633,0.9917390852835503
Firm 12,0,0,0,0,0,1.1260371510800897,0.9472278356987943,1.216207085139456,1.725934987768589,1.0605868434299535,2.4609070596874805,2.186284124009043,2.5753111063977085,1.3980606418164419,5.21035008251464,5.11562808740005,3.2628749275837405,5.7356005102034775,2.290197835817658,0.8329425496830719,0,0,0,0,0,9.659121679201847,19.932729616286114,8.687649388804962,13.347021076720253,9.680439460688017,3.92884619705656,1.0286922147145692,6.40417043641234,2.4361515468366806,4.572480258533199,0.18845941008198752,1.1773422623795256,6.465634921131908,5.549626506284539,3.077297417439005,114.74985287901761,39.98618472291796,9.262802254206314,66.64366636465283,0.19525143230326936,336.1229272740091,102.20028306317506,107.35177676557197,70.9003954416241,45.043128263442235,233.84509500660087,115.59280127649701,43.02477099450592,38.81376948609587,82.09466764555602,0.3495075912480735,0.6407878777909478,0.013452099618203282,0.6963093545334031,1.407151493482865,0.3142750302882245,0.5968749880060442,0.9364719081629924,0.10064557629353038,0.15055748464058316,0.30159258901493374,0.4817366744570189,0.22450164528523345,0.41532182824508235,0.5049326640744637,0.925942236806949,0.7563682946405542,0.6825849627549506,1.484046779894704,1.6663951740111693,0.6324247905521404,0.15516222405540822,0.2794229019522637,0.04953636163792464,0.04510913638071148,1.8799715588470158,1.251860743064063,0.8518668710278665,0.16245787241409265,0.917823147827952
Firm 13,4.207070523264865,4.131251294792955,5.3786283339653655,3.005689968452937,3.3197297012654374,1.078746082164669,0.6929582522657587,0.6440807163701958,0.6324763959692573,1.2125216043985712,4.441506914005169,5.059076236571852,4.711040225440177,0.3520127253257993,2.917810042845301,4.853540171498596,3.3494856843804985,2.4661630901581284,0.2646987443938188,4.337470119230872,0.41046357828615293,1.2909176453798232,2.2173577658976837,2.4104568846502086,4.002651447210188,4.887846813535264,2.203351963346252,1.166198416239137,2.006563903552616,1.4689009735337015,0.5160379842810664,1.0019589989949707,1.555978307926516,0.6983022226901041,0.6922284895780063,2.8443023564332877,5.256396462847567,5.44409601892105,1.036633052430509,2.2232876826209726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 14,29.427988326035532,13.913677755093458,32.71343995849862,17.69953340672928,0.5172501240927921,2.505095775057833,12.65855444352931,1.2687491816273626,9.569593545800315,8.41287268839809,37.85810325642288,12.843049957751889,37.329882692018074,39.85322956315858,14.336941835429965,0.7037938085199473,1.1704297655691895,1.9754103870891389,3.319756366308093,0.665106360947444,19.828625297464356,18.65044708294202,24.920034075197066,17.857698243406848,13.931390125809887,46.82956600260169,92.39733576609173,5.80551402253534,38.51452500616982,19.475371422114147,1.3288767741962588,22.63378591724947,21.75684710592785,37.90361418468265,43.351358047825514,19.27238886573608,24.83114929782483,32.028927517107796,3.445109892581502,42.60710120333536,133.66258601825635,474.5200981075316,124.8516345477361,64.6602103994639,228.93148892100322,625.0259106261749,521.7703933691936,53.38572369315798,1175.9346817918333,72.40570145339643,221.0417024408936,862.8482579240975,178.45108336753222,739.5273000230347,708.2684563708697,0.209155212417246,0.6557059781980085,0.6848386244971966,0.18666036637002112,0.4805083792306934,0.8665858940710752,0.80045637379509,0.8151975704354588,0.36618207824433163,0.2163767366585042,0.08692233815993525,1.2169794927803481,0.48010863203485626,1.2784484130011182,1.1236870253402693,0.19847043462093142,0.6929857422505021,0.8645456675321235,0.29935565481006443,0.4712452244248835,0.5128661627889323,0.26162822545150594,0.672518234493855,0.4796644939421299,0.29820886644511013,0.10612196691130961,0.43447571877017477,1.12253776912968,0.6232172905242075,0.35113888623058104
Firm 15,0.768942120483674,5.012982884616881,12.105206065911863,10.039164806239127,0.5637541700620288,36.34521977609326,32.407108046930254,68.13157067352167,58.83489899870776,40.1982256432511,42.85532149376543,87.68463382890856,91.89384656527567,81.43292719315292,83.3712414571672,3.0662240937896432,2.396847770194612,1.9811526920822995,1.8979816746725833,0.38847711592575024,11.758423615447755,9.614624104145697,6.839855019181478,0.6442782586471698,6.463378884942439,50.31560378803088,10.810442874081339,76.08019353440396,66.14158197226435,19.62725474869196,-1.081449853482934,-0.1331644425549533,-6.206818416677608,-0.6285382616846603,-28.920955872514284,9.94428045126511,0.4035708499872898,12.111128662461724,100.63182534645185,21.06652951787844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 16,0,0,0,0,0,7.158603075890193,0.056225306549538945,1.196283729459429,0,0,90.14808893893377,30.28313496269412,19.47738358642687,0,0,10.666316847808444,27.846786151521357,21.483396476029313,0,0,0,0,0,0,0,155.2122889954379,13.168811866833337,48.01237059767325,0,0,19.603080593945755,14.990754589617005,12.953474008697006,0,0,232.80586383394805,28.532498816760018,17.67821221262425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 17,5210.936051299592,1146.9301757444591,1620.2232525901588,1256.9342946062839,0,173.8073511987138,153.04933076129024,136.49198680618736,12.36876639713338,0,342.99347427697523,331.483956467334,454.8056912326328,170.08398812009827,0,1.469705306315101,1.2785955819433041,1.4133441950560888,0.008112989952155307,0,3651.616243699532,5132.976594809986,344.3417592689417,2037.685268259684,0,12896.91378819319,7896.28528465053,10486.738619912227,14480.14649830434,0,9319.976645233171,3939.218288277818,8393.972873528815,8108.99958063877,0,325.3633366965165,78.1700521807744,89.06137116674819,207.27768766072103,0,516.6122399999523,3608.2383960180723,628.2528089090905,1420.7332854272538,1426.122856918814,4331.844440269473,433.48122053647256,5147.586267358797,5930.864966063455,4673.554735268996,7251.529652171156,4245.18554263809,1329.8783500196187,7681.854101706606,192.3089236653208,0.6492085326158034,0.22316049106989647,0.7023126051186013,0.9008924010254084,0.9986051756602968,0.1272449685181124,0.6484553191129536,0.41898159531837337,0.41655760700102723,0.15690540879417877,1.3949854029864317,1.6794272035686475,0.43932721294178095,0.14624849445171373,0.3271471518391183,0.6086472625016913,1.1193190347313475,0.37687922166941396,1.292984119985052,1.0281108166893247,0.16209117016870686,0.25630363868919404,0.0874957437027363,0.14132613190266974,0.1784560504412656,1.0904927635238222,1.5765287825678167,1.5752589422598462,0.5964783433889785,1.1299640991435123
Firm 18,0,0,0,0,0,0.3732730395677914,0.26594155592428703,0.4839816603534573,0.520393276859373,0,7.007525684826066,3.838750089872352,0.043516737381243786,8.941291424026929,0,10.364294173276633,29.170909022679815,14.841306333027918,26.173309070907393,0,0,0,0,0,0,3.186335199694187,1.7558586309770625,4.5087571791733305,8.508221286005535,0,0.17058368453280998,0.4123588441897942,0.17220495223671395,0.0005664305110606991,0,3.2664750553948845,8.760296682469594,10.33371527180858,6.017240985548859,0,8.253866368683333,362.3634025989549,673.3621094234682,254.25353002318576,12.676852952206001,223.35552429715548,1050.8465147294792,1451.8783033123495,8.49097345358068,731.3390359718354,787.2243586735186,646.6683527891249,215.61631600807294,357.5632357663302,883.2055037886543,0.022693551491007474,0.23196966974805724,0.2772695838093619,0.4378533427530458,0.3581234662952904,0.06329604261883356,0.758560941091805,0.037275768909670576,0.5169928791291267,0.42814705745383075,1.2318107403130787,1.9614425135827986,0.7773193704578578,1.8230236933818225,0.841984269421432,0.30428999580239774,1.1406440801289008,0.007096650261050206,0.2773843281934909,0.7795679474374144,0.06605152259226087,0.20403136928201637,0.29191591005259937,0.04279758509883192,0.2699483307183886,0.1321240161934521,2.3222642037755614,1.2825631391896553,1.082186433796166,0.09648306263167909
Firm 19,0,0,0,2006.2944528705282,326.55132320821167,0,0,0.8904795092327299,431.38507851478806,2100.1317208929736,0,0,3.9071565602021647,3521.2839282392047,1551.4374544265434,0,0,6.55943230787002,0.29910184805212287,0.42615033028361576,0,0,0,3535.4343795438876,3135.9570859213627,0,0,6.253625810978977,13028.09136001894,11122.875919546974,0,0,0.02782146008377961,4052.69506395175,5785.533136129624,0,0,1.6366920036264814,2023.4062836195524,2350.6616287022766,140.84366182135537,422.6204114933445,45.385609975227204,552.0427778117497,33.63578328331095,80.0198125772438,318.2092565033898,100.67669268804632,726.7940674623937,338.1191335407488,163.12883070415802,356.9860626502811,797.4431974682163,601.5007910964098,176.21474535603332,0.041240859319622396,0.08935998965920912,0.026297335371884,1.270548390934372,0.8694704540025072,0.6781214365846933,0.4040496432683515,0.37114593682134606,0.039635838406595125,0.00795583481358661,0.3078073644773746,1.4482506233548913,1.6625457912178392,1.7333084660083253,1.8519444868371586,0.4430171108372252,0.7669045575732653,0.6619959893750348,0.8521640642803177,1.1265169683639906,0.709526494672207,0.5659203517222194,0.572008218239269,0.20776125400684065,0.5268235573653237,1.5144753670021245,0.5430549557656743,1.321923903297114,1.9319211462630752,0.8027079584989698
Firm 20,0.0008169512619736509,0.013638153771656041,0,0,0,1.4100472834863675,0.1628560417137781,3.1942853584751334,0.7607067526226629,1.2254570291080744,8.031836646592879,8.856086469050611,3.5996690585498077,0.5388335729162907,5.802848186204092,0.9601377714064795,2.8054152409191877,8.44880269254599,3.777232476022582,8.131926333276175,0.006242913190380224,0.09626403952451275,0,0,0,33.69017643099686,16.03935336221338,1.0271600835875594,47.705084373043,29.189538872535103,31.486712105227376,12.934613685391582,16.050586722445242,19.083639522534156,1.506443638698795,14.898308101875212,10.246968091407307,7.677960509992987,11.466920152613387,16.98613146723303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
